ID,KC,P,KBF,HCF,Distance,BorE,word,ux,uy,delta time
,TP3,False,False,False,0.15,end,き,0.005736941,0.007975747,
,TP3,False,False,False,0.15,begin,き,0.005736941,0.01616138,9.398746
,TP3,False,False,False,0.15,end,き,-0.00755597,0.01273321,
,TP3,False,False,False,0.15,begin,に,0.006086754,-0.002448694,1.810242
,TP3,False,False,False,0.15,end,に,-0.004897388,0.0002798508,
,TP3,False,False,False,0.15,begin,わ,0.0046875,-0.02105877,1.643097
,TP3,False,False,False,0.15,end,わ,0.004757463,-0.02126866,
,TP3,False,False,False,0.15,begin,よ,0.005107276,-0.006156716,1.182686
,TP3,False,False,False,0.15,end,よ,0.005107276,-0.01623134,
,TP3,False,False,False,0.15,begin,く,0.007975747,0.01511194,1.295403
,TP3,False,False,False,0.15,end,く,0.009025187,0.02490672,
,TP3,False,False,False,0.15,begin,そ,0.02910448,0.0176306,1.447952
,TP3,False,False,False,0.15,end,そ,0.02595616,0.0007695896,
,TP3,False,False,False,0.15,begin,い,-0.01063433,0.01693097,1.350624
,TP3,False,False,False,0.15,end,い,-0.02280784,0.01287313,
,TP3,False,False,False,0.15,begin,せ,0.02973414,0.0129431,1.670677
,TP3,False,False,False,0.15,end,せ,0.02133862,-0.007066232,
,TP3,False,False,False,0.15,begin,め,-0.0123834,-0.006576493,2.016624
,TP3,False,False,False,0.15,end,め,0.01644123,-0.007975747,
,TP3,False,False,False,0.15,begin,す,0.03309235,0.01567164,1.394394
,TP3,False,False,False,0.15,end,す,0.03001399,0.02833489,
,TP3,False,False,False,0.15,begin,お,-0.004967351,0.01833022,1.545822
,TP3,False,False,False,0.15,end,お,-0.002588619,-0.0002798508,
,TP3,False,False,False,0.15,begin,い,-0.0003498135,0.01812034,1.351097
,TP3,False,False,False,0.15,end,い,-0.01777052,0.01546175,
,TP3,False,False,False,0.15,begin,た,-0.009305038,0.0009794777,1.448166
,TP3,False,False,False,0.15,end,た,-0.007765858,-0.00181903,
,TP3,False,False,False,0.15,begin,そ,0.02742537,0.02084888,1.113953
,TP3,False,False,False,0.15,end,そ,0.02553638,-0.004267724,
,TP3,False,False,False,0.15,begin,け,0.005317165,0.01672108,1.338394
,TP3,False,False,False,0.15,end,け,0.02987407,0.01329291,
,TP3,False,False,False,0.15,begin,ま,-0.01140392,-0.007765858,1.40432
,TP3,False,False,False,0.15,end,ま,-0.008885262,-0.008885262,
,TP3,False,False,False,0.15,begin,て,-0.01916978,0.003987873,1.114349
,TP3,False,False,False,0.15,end,て,0.01301306,0.003008396,
,TP3,False,False,False,0.15,begin,に,0.01742071,0.002798508,1.266869
,TP3,False,False,False,0.15,end,に,-0.008885262,0.0006296642,
,TP3,False,False,False,0.15,begin,く,0.007975747,0.01609142,1.21138
,TP3,False,False,False,0.15,end,く,0.01035448,0.02511661,
,TP3,False,False,False,0.15,begin,ー,0.0002098881,-0.02651586,1.782257
,TP3,False,False,False,0.15,end,ー,-0.007625933,-0.02070896,
,TP3,False,False,False,0.15,begin,つ,-0.01937966,-0.0005597015,3.104721
,TP3,False,False,False,0.15,end,つ,-0.01476213,0.009724814,
,TP3,False,False,False,0.15,begin,し,0.02679571,0.00727612,1.643044
,TP3,False,False,False,0.15,end,し,0.008675373,0.0002098881,
,TP3,False,False,False,0.15,begin,E,0.03316231,-0.02168843,2.394714
,TP3,False,False,False,0.15,end,E,0.03463153,-0.02112873,
,TP3,False,False,False,0.15,begin,し,0.02014926,0.008395523,1.601303
,TP3,False,False,False,0.15,end,し,0.004057836,0.00804571,
End
