ID,KC,P,KBF,HCF,Distance,BorE,word,ux,uy,delta time
,TP3,FALSE,FALSE,FALSE,0.15,end,る,0.0104944,-0.003148321,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ろ,0.007765858,-0.01805037,1.253841
,TP3,FALSE,FALSE,FALSE,0.15,end,ろ,0.01399254,-0.02931437,
,TP3,FALSE,FALSE,FALSE,0.15,begin,、,0.01035448,-0.02875466,1.211529
,TP3,FALSE,FALSE,FALSE,0.15,end,、,0.01336287,-0.02777519,
,TP3,FALSE,FALSE,FALSE,0.15,begin,？,0.01574161,-0.03162314,1.281029
,TP3,FALSE,FALSE,FALSE,0.15,end,？,0.01937966,-0.01182369,
,TP3,FALSE,FALSE,FALSE,0.15,begin,い,-0.01119403,0.005666978,1.559353
,TP3,FALSE,FALSE,FALSE,0.15,end,い,-0.02686567,0.005666978,
,TP3,FALSE,FALSE,FALSE,0.15,begin,を,0.004337687,-0.03176306,1.364902
,TP3,FALSE,FALSE,FALSE,0.15,end,を,-0.01091418,-0.02938433,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ゆ,0.000489739,-0.01602146,1.252754
,TP3,FALSE,FALSE,FALSE,0.15,end,ゆ,0.005876866,0.000209888,
,TP3,FALSE,FALSE,FALSE,0.15,begin,。,0.01951959,-0.03470149,1.30912
,TP3,FALSE,FALSE,FALSE,0.15,end,。,0.02280784,-0.02609608,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ら,0.01840019,-0.01868004,2.060593
,TP3,FALSE,FALSE,FALSE,0.15,end,ら,0.02140858,-0.01546175,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ふ,0.01854011,-0.01014459,0.9609108
,TP3,FALSE,FALSE,FALSE,0.15,end,ふ,0.02112873,0.00755597,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ゆ,0.000629664,-0.02469683,1.336506
,TP3,FALSE,FALSE,FALSE,0.15,end,ゆ,0.003777985,-0.003008396,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ん,-0.002028918,-0.03498134,1.378475
,TP3,FALSE,FALSE,FALSE,0.15,end,ん,0.000279851,0.000419776,
,TP3,FALSE,FALSE,FALSE,0.15,begin,て,-0.02469683,-0.001259328,1.475616
,TP3,FALSE,FALSE,FALSE,0.15,end,て,-0.002168843,-0.000419776,
,TP3,FALSE,FALSE,FALSE,0.15,begin,こ,-0.002658582,0.01539179,1.183861
,TP3,FALSE,FALSE,FALSE,0.15,end,こ,-0.001119403,0.000209888,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ん,0.002238806,-0.03561101,1.183186
,TP3,FALSE,FALSE,FALSE,0.15,end,ん,0.003777985,-0.009934702,
,TP3,FALSE,FALSE,FALSE,0.15,begin,け,-0.000349814,0.008535448,1.503777
,TP3,FALSE,FALSE,FALSE,0.15,end,け,0.02553638,0.01259328,
,TP3,FALSE,FALSE,FALSE,0.15,begin,り,0.02035914,-0.02427705,1.253521
,TP3,FALSE,FALSE,FALSE,0.15,end,り,-0.00727612,-0.01993937,
,TP3,FALSE,FALSE,FALSE,0.15,begin,。,0.01875,-0.03260261,1.225494
,TP3,FALSE,FALSE,FALSE,0.15,end,。,0.02567631,-0.03274254,
,TP3,FALSE,FALSE,FALSE,0.15,begin,る,0.02133862,-0.02105877,1.071949
,TP3,FALSE,FALSE,FALSE,0.15,end,る,0.02210821,-0.004127799,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ま,-0.01224347,-0.01560168,1.489105
,TP3,FALSE,FALSE,FALSE,0.15,end,ま,-0.01140392,-0.0123834,
,TP3,FALSE,FALSE,FALSE,0.15,begin,れ,0.01455224,-0.02000933,1.114265
,TP3,FALSE,FALSE,FALSE,0.15,end,れ,0.0339319,-0.009165112,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ぬ,0.004337687,-0.0140625,1.754784
,TP3,FALSE,FALSE,FALSE,0.15,end,ぬ,0.009654851,0.000909515,
,TP3,FALSE,FALSE,FALSE,0.15,begin,は,0.01868004,-0.01084422,1.308853
,TP3,FALSE,FALSE,FALSE,0.15,end,は,0.0198694,-0.008535448,
,TP3,FALSE,FALSE,FALSE,0.15,begin,や,0.000349814,-0.02028918,1.114166
,TP3,FALSE,FALSE,FALSE,0.15,end,や,-0.002028918,-0.01567164,
,TP3,FALSE,FALSE,FALSE,0.15,begin,り,0.01979944,-0.02077892,1.002617
,TP3,FALSE,FALSE,FALSE,0.15,end,り,0.00076959,-0.01679105,
,TP3,FALSE,FALSE,FALSE,0.15,begin,た,-0.01805037,-0.006016791,1.239052
,TP3,FALSE,FALSE,FALSE,0.15,end,た,-0.01448228,-0.005736941,
,TP3,FALSE,FALSE,FALSE,0.15,begin,と,-0.01826026,-0.00804571,1.155823
,TP3,FALSE,FALSE,FALSE,0.15,end,と,-0.01322295,-0.01588153,
,TP3,FALSE,FALSE,FALSE,0.15,begin,め,-0.0217584,-0.0204291,1.225235
,TP3,FALSE,FALSE,FALSE,0.15,end,め,0.002728545,-0.0151819,
End,,,,,,,,,,
