ID,KC,P,KBF,HCF,Distance,BorE,word,ux,uy,delta time
,TP3,FALSE,FALSE,FALSE,0.15,end,さ,0.009444963,-0.01231343,
,TP3,FALSE,FALSE,FALSE,0.15,begin,し,0.03106343,-0.001189366,1.776232
,TP3,FALSE,FALSE,FALSE,0.15,end,し,0.00076959,0,
,TP3,FALSE,FALSE,FALSE,0.15,begin,変,-0.02224814,-0.0298041,2.255754
,TP3,FALSE,FALSE,FALSE,0.15,end,変,-0.02035914,-0.02140858,
,TP3,FALSE,FALSE,FALSE,0.15,begin,E,0.03959888,-0.01427239,1.76798
,TP3,FALSE,FALSE,FALSE,0.15,end,E,0.03666045,-0.01112407,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ー,-0.004547575,-0.02938433,1.365096
,TP3,FALSE,FALSE,FALSE,0.15,end,ー,0.01672108,-0.00181903,
,TP3,FALSE,FALSE,FALSE,0.15,begin,せ,0.01525187,0.00545709,1.642862
,TP3,FALSE,FALSE,FALSE,0.15,end,せ,0.03421175,0.006016791,
,TP3,FALSE,FALSE,FALSE,0.15,begin,う,-0.02224814,0.00363806,1.252468
,TP3,FALSE,FALSE,FALSE,0.15,end,う,-0.01539179,0.02518657,
,TP3,FALSE,FALSE,FALSE,0.15,begin,、,0.0151819,-0.03239273,1.323488
,TP3,FALSE,FALSE,FALSE,0.15,end,、,0.01742071,-0.0270056,
,TP3,FALSE,FALSE,FALSE,0.15,begin,に,0.00181903,-0.006716418,1.183649
,TP3,FALSE,FALSE,FALSE,0.15,end,に,-0.02070896,-0.008115672,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ち,-0.01902985,-0.006646455,1.15749
,TP3,FALSE,FALSE,FALSE,0.15,end,ち,-0.03379198,-0.007136195,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ー,-0.004547575,-0.03596082,1.391216
,TP3,FALSE,FALSE,FALSE,0.15,end,ー,-0.005107276,-0.02595616,
,TP3,FALSE,FALSE,FALSE,0.15,begin,お,-0.0204291,0.009584889,2.368067
,TP3,FALSE,FALSE,FALSE,0.15,end,お,-0.01972948,-0.008675373,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ふ,0.01434235,-0.01805037,1.308699
,TP3,FALSE,FALSE,FALSE,0.15,end,ふ,0.02497668,-0.001119403,
,TP3,FALSE,FALSE,FALSE,0.15,begin,た,-0.02357743,-0.009025187,1.158388
,TP3,FALSE,FALSE,FALSE,0.15,end,た,-0.02182836,-0.00755597,
,TP3,FALSE,FALSE,FALSE,0.15,begin,く,-0.006856344,-0.002098881,1.042019
,TP3,FALSE,FALSE,FALSE,0.15,end,く,-0.004827425,0.008535448,
,TP3,FALSE,FALSE,FALSE,0.15,begin,き,-0.001189366,0.00363806,1.267464
,TP3,FALSE,FALSE,FALSE,0.15,end,き,-0.01420243,0.004827425,
,TP3,FALSE,FALSE,FALSE,0.15,begin,わ,-0.003218284,-0.03603078,1.295275
,TP3,FALSE,FALSE,FALSE,0.15,end,わ,-0.003428172,-0.02973414,
,TP3,FALSE,FALSE,FALSE,0.15,begin,そ,0.01147388,0.007905784,1.086786
,TP3,FALSE,FALSE,FALSE,0.15,end,そ,0.01637127,-0.007905784,
,TP3,FALSE,FALSE,FALSE,0.15,begin,い,-0.01923974,0.005597015,1.114096
,TP3,FALSE,FALSE,FALSE,0.15,end,い,-0.04197761,0.004337687,
,TP3,FALSE,FALSE,FALSE,0.15,begin,す,0.01944963,0.001469216,1.211815
,TP3,FALSE,FALSE,FALSE,0.15,end,す,0.0217584,0.01812034,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ら,0.01287313,-0.02595616,1.211674
,TP3,FALSE,FALSE,FALSE,0.15,end,ら,0.01616138,-0.01546175,
,TP3,FALSE,FALSE,FALSE,0.15,begin,S,0.0305737,-0.006086754,1.546486
,TP3,FALSE,FALSE,FALSE,0.15,end,S,0.0316931,-0.003917911,
,TP3,FALSE,FALSE,FALSE,0.15,begin,へ,0.004407649,-0.004827425,1.086613
,TP3,FALSE,FALSE,FALSE,0.15,end,へ,0.02630597,0.001958955,
,TP3,FALSE,FALSE,FALSE,0.15,begin,る,0.01014459,-0.02217817,1.267025
