ID,KC,P,KBF,HCF,Distance,BorE,word,ux,uy,delta time
,TP3,FALSE,FALSE,FALSE,0.15,end,た,-0.01679105,-0.003288246,
,TP3,FALSE,FALSE,FALSE,0.15,begin,あ,-0.01014459,0.01490205,1.044468
,TP3,FALSE,FALSE,FALSE,0.15,end,あ,-0.01077425,0.009165112,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ま,-0.007835821,-0.01441231,1.086136
,TP3,FALSE,FALSE,FALSE,0.15,end,ま,-0.007905784,-0.01231343,
,TP3,FALSE,FALSE,FALSE,0.15,begin,の,0.01280317,0.004827425,1.058952
,TP3,FALSE,FALSE,FALSE,0.15,end,の,0.01700093,-0.00727612,
,TP3,FALSE,FALSE,FALSE,0.15,begin,え,-0.01665112,0.01756063,1.379101
,TP3,FALSE,FALSE,FALSE,0.15,end,え,0.01301306,0.01336287,
,TP3,FALSE,FALSE,FALSE,0.15,begin,れ,0.01721082,-0.01189366,1.40683
,TP3,FALSE,FALSE,FALSE,0.15,end,れ,0.04806437,-0.01161381,
,TP3,FALSE,FALSE,FALSE,0.15,begin,そ,0.02329758,0.01805037,1.364941
,TP3,FALSE,FALSE,FALSE,0.15,end,そ,0.02168843,-0.000979478,
,TP3,FALSE,FALSE,FALSE,0.15,begin,む,-0.02063899,-0.01448228,1.685139
,TP3,FALSE,FALSE,FALSE,0.15,end,む,-0.0135028,-0.005666978,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ね,0.000559702,-0.000139925,1.462585
,TP3,FALSE,FALSE,FALSE,0.15,end,ね,0.02959422,0.001539179,
,TP3,FALSE,FALSE,FALSE,0.15,begin,の,0.007486008,0.003078358,1.337227
,TP3,FALSE,FALSE,FALSE,0.15,end,の,0.006576493,-0.01231343,
,TP3,FALSE,FALSE,FALSE,0.15,begin,は,0.02497668,-0.000419776,1.295628
,TP3,FALSE,FALSE,FALSE,0.15,end,は,0.02693564,-0.00181903,
,TP3,FALSE,FALSE,FALSE,0.15,begin,？,0.02574627,-0.03302239,1.476208
,TP3,FALSE,FALSE,FALSE,0.15,end,？,0.02707556,-0.01909981,
,TP3,FALSE,FALSE,FALSE,0.15,begin,め,-0.02966418,-0.01364272,1.351002
,TP3,FALSE,FALSE,FALSE,0.15,end,め,0.000349814,-0.009444963,
,TP3,FALSE,FALSE,FALSE,0.15,begin,れ,0.01728078,-0.01861008,1.448154
,TP3,FALSE,FALSE,FALSE,0.15,end,れ,0.02945429,-0.01993937,
,TP3,FALSE,FALSE,FALSE,0.15,begin,な,0.002658582,-0.006786381,3.090584
,TP3,FALSE,FALSE,FALSE,0.15,end,な,0.000909515,-0.00860541,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ほ,0.02392724,-0.004547575,1.169762
,TP3,FALSE,FALSE,FALSE,0.15,end,ほ,0.02581623,-0.0211987,
,TP3,FALSE,FALSE,FALSE,0.15,begin,へ,0.0211987,-0.007765858,1.392624
,TP3,FALSE,FALSE,FALSE,0.15,end,へ,0.04617538,-0.006016791,
,TP3,FALSE,FALSE,FALSE,0.15,begin,い,-0.01182369,0.005317165,1.503609
,TP3,FALSE,FALSE,FALSE,0.15,end,い,-0.02504664,0.0046875,
,TP3,FALSE,FALSE,FALSE,0.15,begin,も,-0.01140392,-0.01714086,1.642952
,TP3,FALSE,FALSE,FALSE,0.15,end,も,-0.01378265,-0.03085355,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ひ,0.03659049,-0.008535448,1.517555
,TP3,FALSE,FALSE,FALSE,0.15,end,ひ,0.01679105,-0.009025187,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ゆ,0.007905784,-0.02427705,1.740959
,TP3,FALSE,FALSE,FALSE,0.15,end,ゆ,0.009235075,-0.008115672,
,TP3,FALSE,FALSE,FALSE,0.15,begin,す,0.02623601,0.005387127,1.406174
,TP3,FALSE,FALSE,FALSE,0.15,end,す,0.0333722,0.01259328,
,TP3,FALSE,FALSE,FALSE,0.15,begin,や,0.005876866,-0.0193097,1.447662
,TP3,FALSE,FALSE,FALSE,0.15,end,や,0.007346082,-0.02056903,
,TP3,FALSE,FALSE,FALSE,0.15,begin,変,-0.02154851,-0.02987407,1.448372
,TP3,FALSE,FALSE,FALSE,0.15,end,変,-0.01679105,-0.02882463,
,TP3,FALSE,FALSE,FALSE,0.15,begin,つ,-0.01399254,-0.004967351,1.183891
,TP3,FALSE,FALSE,FALSE,0.15,end,つ,-0.009444963,0.004967351,
,TP3,FALSE,FALSE,FALSE,0.15,begin,ー,0.002588619,-0.03323228,1.781685
,TP3,FALSE,FALSE,FALSE,0.15,end,ー,0.01007463,-0.02840485,
,TP3,FALSE,FALSE,FALSE,0.15,begin,さ,0.02028918,0.01000466,3.119301
,TP3,FALSE,FALSE,FALSE,0.15,end,さ,0.02168843,0.007975747,
,TP3,FALSE,FALSE,FALSE,0.15,begin,か,-0.004057836,0.005247202,1.128265
,TP3,FALSE,FALSE,FALSE,0.15,end,か,-0.004057836,0.005876866,
,TP3,FALSE,FALSE,FALSE,0.15,begin,し,0.02651586,0.006016791,1.336258
,TP3,FALSE,FALSE,FALSE,0.15,end,し,0.00650653,-0.003917911,
,TP3,FALSE,FALSE,FALSE,0.15,begin,こ,0.005666978,0.008395523,1.336548
,TP3,FALSE,FALSE,FALSE,0.15,end,こ,0.007695896,-0.01210355,
,TP3,FALSE,FALSE,FALSE,0.15,begin,S,0.04225747,-0.008675373,1.573517
,TP3,FALSE,FALSE,FALSE,0.15,end,S,0.03896922,-0.01259328,
,TP3,FALSE,FALSE,FALSE,0.15,begin,！,0.02483675,-0.02903452,1.350365
,TP3,FALSE,FALSE,FALSE,0.15,end,！,0.03945896,-0.02721549,
End,,,,,,,,,,
