participant,method,session,isPractice,phrase,phraseNumber,phraseCount,keystroke,timestamp
test2,NormalFlick,3,FALSE,きょうもてつや,1,0,き,1098
test2,NormalFlick,3,FALSE,きょうもてつや,1,0,よ,1613
test2,NormalFlick,3,FALSE,きょうもてつや,1,0,option,1934
test2,NormalFlick,3,FALSE,きょうもてつや,1,0,う,2394
test2,NormalFlick,3,FALSE,きょうもてつや,1,0,も,2951
test2,NormalFlick,3,FALSE,きょうもてつや,1,0,て,3312
test2,NormalFlick,3,FALSE,きょうもてつや,1,0,つ,3674
test2,NormalFlick,3,FALSE,きょうもてつや,1,0,や,4065
test2,NormalFlick,3,FALSE,しゃわーをあびた,24,1,し,1224
test2,NormalFlick,3,FALSE,しゃわーをあびた,24,1,や,1641
test2,NormalFlick,3,FALSE,しゃわーをあびた,24,1,option,2087
test2,NormalFlick,3,FALSE,しゃわーをあびた,24,1,わ,2394
test2,NormalFlick,3,FALSE,しゃわーをあびた,24,1,ー,2910
test2,NormalFlick,3,FALSE,しゃわーをあびた,24,1,を,3745
test2,NormalFlick,3,FALSE,しゃわーをあびた,24,1,あ,4262
test2,NormalFlick,3,FALSE,しゃわーをあびた,24,1,ひ,4719
test2,NormalFlick,3,FALSE,しゃわーをあびた,24,1,option,5098
test2,NormalFlick,3,FALSE,しゃわーをあびた,24,1,た,5430
test2,NormalFlick,3,FALSE,まっとうんどうがとくい,21,2,ま,1075
test2,NormalFlick,3,FALSE,まっとうんどうがとくい,21,2,つ,1462
test2,NormalFlick,3,FALSE,まっとうんどうがとくい,21,2,option,1837
test2,NormalFlick,3,FALSE,まっとうんどうがとくい,21,2,と,2227
test2,NormalFlick,3,FALSE,まっとうんどうがとくい,21,2,う,2659
test2,NormalFlick,3,FALSE,まっとうんどうがとくい,21,2,ん,3161
test2,NormalFlick,3,FALSE,まっとうんどうがとくい,21,2,と,3579
test2,NormalFlick,3,FALSE,まっとうんどうがとくい,21,2,option,3955
test2,NormalFlick,3,FALSE,まっとうんどうがとくい,21,2,う,4358
test2,NormalFlick,3,FALSE,まっとうんどうがとくい,21,2,か,4722
test2,NormalFlick,3,FALSE,まっとうんどうがとくい,21,2,option,5180
test2,NormalFlick,3,FALSE,まっとうんどうがとくい,21,2,と,5736
test2,NormalFlick,3,FALSE,まっとうんどうがとくい,21,2,く,6280
test2,NormalFlick,3,FALSE,まっとうんどうがとくい,21,2,い,6739
test2,NormalFlick,3,FALSE,つくばえくすぷれす,3,3,つ,1063
test2,NormalFlick,3,FALSE,つくばえくすぷれす,3,3,く,1392
test2,NormalFlick,3,FALSE,つくばえくすぷれす,3,3,は,1809
test2,NormalFlick,3,FALSE,つくばえくすぷれす,3,3,option,2311
test2,NormalFlick,3,FALSE,つくばえくすぷれす,3,3,え,2784
test2,NormalFlick,3,FALSE,つくばえくすぷれす,3,3,く,3132
test2,NormalFlick,3,FALSE,つくばえくすぷれす,3,3,す,3552
test2,NormalFlick,3,FALSE,つくばえくすぷれす,3,3,ふ,4023
test2,NormalFlick,3,FALSE,つくばえくすぷれす,3,3,option,4497
test2,NormalFlick,3,FALSE,つくばえくすぷれす,3,3,option,5012
test2,NormalFlick,3,FALSE,つくばえくすぷれす,3,3,れ,5500
test2,NormalFlick,3,FALSE,つくばえくすぷれす,3,3,さ,6321
test2,NormalFlick,3,FALSE,つくばえくすぷれす,3,3,backspace,7643
test2,NormalFlick,3,FALSE,つくばえくすぷれす,3,3,す,8161
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,4,き,1059
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,4,ろ,1575
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,4,く,1991
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,4,を,2700
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,4,ち,3118
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,4,ち,3481
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,4,option,3870
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,4,め,4288
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,4,る,4719
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,5,ひ,1099
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,5,や,1462
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,5,option,1879
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,5,く,2337
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,5,え,2811
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,5,ん,3285
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,5,た,3619
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,5,option,4036
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,5,ま,4343
test2,NormalFlick,3,FALSE,つくばさんにのぼる,2,6,つ,1043
test2,NormalFlick,3,FALSE,つくばさんにのぼる,2,6,く,1391
test2,NormalFlick,3,FALSE,つくばさんにのぼる,2,6,は,1768
test2,NormalFlick,3,FALSE,つくばさんにのぼる,2,6,option,2172
test2,NormalFlick,3,FALSE,つくばさんにのぼる,2,6,さ,2580
test2,NormalFlick,3,FALSE,つくばさんにのぼる,2,6,ん,3078
test2,NormalFlick,3,FALSE,つくばさんにのぼる,2,6,に,3480
test2,NormalFlick,3,FALSE,つくばさんにのぼる,2,6,の,3870
test2,NormalFlick,3,FALSE,つくばさんにのぼる,2,6,ほ,4274
test2,NormalFlick,3,FALSE,つくばさんにのぼる,2,6,option,4650
test2,NormalFlick,3,FALSE,つくばさんにのぼる,2,6,る,5109
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,7,み,1143
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,7,ふ,1616
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,7,backspace,2229
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,7,す,2744
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,7,option,3259
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,7,を,3790
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,7,ほ,4292
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,7,し,4706
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,7,option,5194
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,7,ゆ,5653
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,7,option,6029
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,7,う,6586
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,7,す,7144
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,7,る,7638
test2,NormalFlick,3,FALSE,みんなでみにげーむ,7,8,み,974
test2,NormalFlick,3,FALSE,みんなでみにげーむ,7,8,ん,1406
test2,NormalFlick,3,FALSE,みんなでみにげーむ,7,8,な,1713
test2,NormalFlick,3,FALSE,みんなでみにげーむ,7,8,て,2284
test2,NormalFlick,3,FALSE,みんなでみにげーむ,7,8,option,2660
test2,NormalFlick,3,FALSE,みんなでみにげーむ,7,8,み,3119
test2,NormalFlick,3,FALSE,みんなでみにげーむ,7,8,に,3535
test2,NormalFlick,3,FALSE,みんなでみにげーむ,7,8,け,4101
test2,NormalFlick,3,FALSE,みんなでみにげーむ,7,8,option,4545
test2,NormalFlick,3,FALSE,みんなでみにげーむ,7,8,ー,4963
test2,NormalFlick,3,FALSE,みんなでみにげーむ,7,8,む,5408
test2,NormalFlick,3,FALSE,おもいきりもひつよう,0,9,お,1128
test2,NormalFlick,3,FALSE,おもいきりもひつよう,0,9,も,1545
test2,NormalFlick,3,FALSE,おもいきりもひつよう,0,9,い,1950
test2,NormalFlick,3,FALSE,おもいきりもひつよう,0,9,き,2408
test2,NormalFlick,3,FALSE,おもいきりもひつよう,0,9,り,2885
test2,NormalFlick,3,FALSE,おもいきりもひつよう,0,9,も,3358
test2,NormalFlick,3,FALSE,おもいきりもひつよう,0,9,ひ,3805
test2,NormalFlick,3,FALSE,おもいきりもひつよう,0,9,つ,4220
test2,NormalFlick,3,FALSE,おもいきりもひつよう,0,9,よ,4722
test2,NormalFlick,3,FALSE,おもいきりもひつよう,0,9,う,5210
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,10,や,878
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,10,つ,1324
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,10,option,1713
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,10,は,2146
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,10,option,2592
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,10,option,3008
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,10,り,3482
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,10,い,3817
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,10,い,4207
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,10,よ,4792
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,11,な,878
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,11,へ,1296
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,11,option,1768
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,11,option,2201
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,11,option,2747
