participant,method,session,isPractice,phrase,phraseNumber,phraseCount,keystroke,timestamp
test2,NormalFlick,3,FALSE,ぷろぐらみんぐ,8,0,ふ,1460
test2,NormalFlick,3,FALSE,ぷろぐらみんぐ,8,0,option,2183
test2,NormalFlick,3,FALSE,ぷろぐらみんぐ,8,0,option,2629
test2,NormalFlick,3,FALSE,ぷろぐらみんぐ,8,0,ろ,3520
test2,NormalFlick,3,FALSE,ぷろぐらみんぐ,8,0,く,4231
test2,NormalFlick,3,FALSE,ぷろぐらみんぐ,8,0,option,4954
test2,NormalFlick,3,FALSE,ぷろぐらみんぐ,8,0,ら,5582
test2,NormalFlick,3,FALSE,ぷろぐらみんぐ,8,0,み,6920
test2,NormalFlick,3,FALSE,ぷろぐらみんぐ,8,0,ん,7517
test2,NormalFlick,3,FALSE,ぷろぐらみんぐ,8,0,く,7990
test2,NormalFlick,3,FALSE,ぷろぐらみんぐ,8,0,option,8756
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,1,に,1211
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,1,ひ,2617
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,1,や,3843
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,1,option,4553
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,1,く,5151
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,1,え,6098
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,1,ん,6906
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,1,た,7351
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,1,option,7827
test2,NormalFlick,3,FALSE,ひゃくえんだま,12,1,ま,8187
test2,NormalFlick,3,FALSE,あしあとをたどる,23,2,あ,1142
test2,NormalFlick,3,FALSE,あしあとをたどる,23,2,し,1684
test2,NormalFlick,3,FALSE,あしあとをたどる,23,2,あ,2090
test2,NormalFlick,3,FALSE,あしあとをたどる,23,2,と,2637
test2,NormalFlick,3,FALSE,あしあとをたどる,23,2,を,3217
test2,NormalFlick,3,FALSE,あしあとをたどる,23,2,あ,3663
test2,NormalFlick,3,FALSE,あしあとをたどる,23,2,backspace,4346
test2,NormalFlick,3,FALSE,あしあとをたどる,23,2,た,5502
test2,NormalFlick,3,FALSE,あしあとをたどる,23,2,と,6074
test2,NormalFlick,3,FALSE,あしあとをたどる,23,2,option,7160
test2,NormalFlick,3,FALSE,あしあとをたどる,23,2,る,7925
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,3,な,1392
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,3,へ,2117
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,3,option,2980
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,3,ふ,3761
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,3,option,4470
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,3,き,5238
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,3,option,5933
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,3,よ,6532
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,3,option,6964
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,3,う,7632
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,3,を,8440
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,3,す,9639
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,3,る,10459
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,せ,1198
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,ん,2146
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,た,2589
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,option,3146
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,い,4483
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,S,5333
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,は,5931
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,backspace,6614
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,backspace,6906
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,へ,8076
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,り,8870
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,よ,9426
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,option,9886
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,こ,10599
test2,NormalFlick,3,FALSE,せんだいへりょこう,11,4,う,11277
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,5,み,2715
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,5,す,3412
