participant,method,session,isPractice,phrase,phraseNumber,phraseCount,keystroke,timestamp
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,0,き,1239
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,0,ろ,1879
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,0,く,2438
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,0,を,3397
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,0,ち,3802
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,0,ち,4164
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,0,option,4666
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,0,め,5182
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,0,は,5641
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,0,backspace,6462
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,0,る,7203
test2,NormalFlick,3,FALSE,これもおねがい,5,1,こ,1086
test2,NormalFlick,3,FALSE,これもおねがい,5,1,れ,1546
test2,NormalFlick,3,FALSE,これもおねがい,5,1,も,1979
test2,NormalFlick,3,FALSE,これもおねがい,5,1,お,2884
test2,NormalFlick,3,FALSE,これもおねがい,5,1,ね,3259
test2,NormalFlick,3,FALSE,これもおねがい,5,1,か,3525
test2,NormalFlick,3,FALSE,これもおねがい,5,1,option,4011
test2,NormalFlick,3,FALSE,これもおねがい,5,1,い,4513
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,せ,1127
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,option,1586
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,ん,2059
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,こ,2492
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,く,2937
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,も,3591
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,も,3912
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,backspace,5053
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,backspace,5346
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,と,6169
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,と,6518
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,option,6892
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,う,7521
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,ふ,8397
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,け,9079
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,2,ん,9580
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,や,1279
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,つ,1683
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,option,3688
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,は,4314
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,option,4858
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,option,5108
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,り,5721
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,い,6278
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,い,6695
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,よ,7350
test2,NormalFlick,3,FALSE,はっぴょうかいにのぞむ,9,4,は,1058
test2,NormalFlick,3,FALSE,はっぴょうかいにのぞむ,9,4,つ,1447
test2,NormalFlick,3,FALSE,はっぴょうかいにのぞむ,9,4,option,1991
test2,NormalFlick,3,FALSE,はっぴょうかいにのぞむ,9,4,ひ,2604
test2,NormalFlick,3,FALSE,はっぴょうかいにのぞむ,9,4,option,3008
test2,NormalFlick,3,FALSE,はっぴょうかいにのぞむ,9,4,option,3259
test2,NormalFlick,3,FALSE,はっぴょうかいにのぞむ,9,4,よ,3661
test2,NormalFlick,3,FALSE,はっぴょうかいにのぞむ,9,4,option,3953
test2,NormalFlick,3,FALSE,はっぴょうかいにのぞむ,9,4,う,4329
test2,NormalFlick,3,FALSE,はっぴょうかいにのぞむ,9,4,か,4705
test2,NormalFlick,3,FALSE,はっぴょうかいにのぞむ,9,4,い,5081
test2,NormalFlick,3,FALSE,はっぴょうかいにのぞむ,9,4,に,5625
test2,NormalFlick,3,FALSE,はっぴょうかいにのぞむ,9,4,の,6085
