participant,method,session,isPractice,phrase,phraseNumber,phraseCount,keystroke,timestamp
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,0,み,1558
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,0,す,1949
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,0,option,2464
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,0,を,3354
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,0,ほ,3896
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,0,し,4301
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,0,option,4760
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,0,ゆ,5206
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,0,option,5638
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,0,う,6152
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,0,す,6779
test2,NormalFlick,3,FALSE,みずをほじゅうする,14,0,る,7379
test2,NormalFlick,3,FALSE,つづきがきになる,6,1,つ,1061
test2,NormalFlick,3,FALSE,つづきがきになる,6,1,つ,1461
test2,NormalFlick,3,FALSE,つづきがきになる,6,1,option,1906
test2,NormalFlick,3,FALSE,つづきがきになる,6,1,き,2533
test2,NormalFlick,3,FALSE,つづきがきになる,6,1,backspace,2992
test2,NormalFlick,3,FALSE,つづきがきになる,6,1,option,3605
test2,NormalFlick,3,FALSE,つづきがきになる,6,1,き,4218
test2,NormalFlick,3,FALSE,つづきがきになる,6,1,か,4524
test2,NormalFlick,3,FALSE,つづきがきになる,6,1,option,5040
test2,NormalFlick,3,FALSE,つづきがきになる,6,1,き,5694
test2,NormalFlick,3,FALSE,つづきがきになる,6,1,に,6099
test2,NormalFlick,3,FALSE,つづきがきになる,6,1,な,6418
test2,NormalFlick,3,FALSE,つづきがきになる,6,1,る,6905
test2,NormalFlick,3,FALSE,きょうもてつや,1,2,き,1154
test2,NormalFlick,3,FALSE,きょうもてつや,1,2,（,2087
test2,NormalFlick,3,FALSE,きょうもてつや,1,2,は,3006
test2,NormalFlick,3,FALSE,きょうもてつや,1,2,backspace,4078
test2,NormalFlick,3,FALSE,きょうもてつや,1,2,backspace,4399
test2,NormalFlick,3,FALSE,きょうもてつや,1,2,よ,5318
test2,NormalFlick,3,FALSE,きょうもてつや,1,2,option,5917
test2,NormalFlick,3,FALSE,きょうもてつや,1,2,う,6643
test2,NormalFlick,3,FALSE,きょうもてつや,1,2,も,7853
test2,NormalFlick,3,FALSE,きょうもてつや,1,2,て,8242
test2,NormalFlick,3,FALSE,きょうもてつや,1,2,つ,8619
test2,NormalFlick,3,FALSE,きょうもてつや,1,2,や,9021
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,や,1141
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,つ,1558
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,option,2199
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,は,2715
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,option,3988
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,option,4379
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,り,5146
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,い,5730
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,い,6135
test2,NormalFlick,3,FALSE,やっぱりいいよ,13,3,よ,7081
test2,NormalFlick,3,FALSE,あしあとをたどる,23,4,あ,1085
test2,NormalFlick,3,FALSE,あしあとをたどる,23,4,し,1516
test2,NormalFlick,3,FALSE,あしあとをたどる,23,4,あ,1934
test2,NormalFlick,3,FALSE,あしあとをたどる,23,4,と,2491
test2,NormalFlick,3,FALSE,あしあとをたどる,23,4,を,3076
test2,NormalFlick,3,FALSE,あしあとをたどる,23,4,た,3494
test2,NormalFlick,3,FALSE,あしあとをたどる,23,4,と,3954
test2,NormalFlick,3,FALSE,あしあとをたどる,23,4,option,4511
test2,NormalFlick,3,FALSE,あしあとをたどる,23,4,る,5472
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,5,き,1128
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,5,ろ,1714
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,5,く,2215
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,5,を,2925
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,5,ち,3455
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,5,ち,3803
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,5,option,4235
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,5,め,4707
test2,NormalFlick,3,FALSE,きろくをちぢめる,19,5,る,5251
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,6,な,1073
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,6,へ,1576
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,6,option,2061
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,6,ふ,2645
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,6,option,3107
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,6,き,3690
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,6,option,4149
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,6,よ,4623
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,6,option,4999
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,6,う,5585
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,6,を,6560
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,6,す,6962
test2,NormalFlick,3,FALSE,なべぶぎょうをする,15,6,る,7505
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,7,せ,1323
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,7,option,1602
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,7,ん,2133
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,7,こ,2715
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,7,く,3121
test2,NormalFlick,3,FALSE,ぜんこくとどうふけん,18,7,と,3661
