ID,HorO,rx,ry,ux,ux1,ux2,ux3,ux4,ux5,uy,uy1,uy2,uy3,uy4,uy5
yamaguchi,H,0.06178957,-0.001032304,0.06464553,0.06523322,0.06523322,0.0650653,0.0648974,0.06481344,-0.01066231,-0.01125,-0.01125,-0.01166978,-0.01259328,-0.01376866
yamaguchi,H,0.031552,-0.04141757,0.03005597,0.03039179,0.03039179,0.03039179,0.03039179,0.03072761,-0.03887127,-0.03903918,-0.03903918,-0.03903918,-0.03903918,-0.03727612
yamaguchi,H,0.0543351,-0.02459453,0.0521362,0.05070896,0.05070896,0.04995336,0.04995336,0.045,-0.02241605,-0.02065299,-0.02065299,-0.0200653,-0.0200653,-0.01569963
yamaguchi,H,0.03789059,-0.03273392,0.03291045,0.03307836,0.03307836,0.03307836,0.03316231,0.03333023,-0.02846082,-0.02745336,-0.02745336,-0.02694963,-0.02678172,-0.02652985
yamaguchi,H,-0.06919472,-0.03798359,-0.06380598,-0.06347016,-0.06347016,-0.06347016,-0.06288247,-0.06288247,-0.02946829,-0.02896455,-0.02896455,-0.02896455,-0.02476679,-0.02476679
yamaguchi,H,0.06531176,-0.01276505,0.06456158,0.06540112,0.06540112,0.06565299,0.06565299,0.06556904,-0.01620336,-0.01578358,-0.01569963,-0.01544776,-0.01544776,-0.0151959
yamaguchi,H,0.007528402,-0.004787646,0.01024254,0.009570897,0.009570897,0.009570897,0.009570897,0.008479478,-0.007891792,-0.006800374,-0.006800374,-0.006800374,-0.006800374,-0.006044777
yamaguchi,H,0.007710017,-0.01651781,0.008479478,0.00915112,0.00915112,0.009235076,0.009235076,0.008899255,-0.01947761,-0.02149254,-0.02149254,-0.02291978,-0.02291978,-0.02443097
yamaguchi,H,0.07035659,-0.03825115,0.06758396,0.02333955,0.02333955,0.02333955,0.02333955,0.02333955,-0.04055038,-0.03500933,-0.03500933,-0.03500933,-0.03500933,-0.03500933
yamaguchi,H,0,0,-0.006548508,-0.005121269,-0.005121269,-0.00545709,-0.00545709,-0.005792911,-0.003442165,-0.003274254,-0.003274254,-0.002602612,-0.002602612,-0.001679105
yamaguchi,H,-0.05099404,0.03750488,-0.06271455,-0.0601959,-0.0601959,-0.05994403,-0.05910448,-0.05876866,0.03341418,0.03097948,0.03097948,0.03089553,0.03089553,0.03064366
yamaguchi,H,0.02302821,-0.01827332,0.01981344,0.0183862,0.0183862,0.01805037,0.01805037,0.01729478,-0.02124067,-0.02040112,-0.02040112,-0.02023321,-0.02023321,-0.01989739
yamaguchi,H,0.06630147,-0.03036832,0.06372202,0.06405784,0.06405784,0.06405784,0.0641418,0.06422575,-0.03324627,-0.03181903,-0.03181903,-0.03181903,-0.03123135,-0.03097948
