ID,HorO,rx,ry,ux,ux1,ux2,ux3,ux4,ux5,uy,uy1,uy2,uy3,uy4,uy5
yamaguchi,H,-0.05521998,-0.01946434,-0.05045709,-0.05121269,-0.05121269,-0.05096082,-0.05096082,-0.04902985,-0.0161194,-0.01578358,-0.01578358,-0.01569963,-0.01569963,-0.01527985
yamaguchi,H,-0.02979723,-0.02085177,-0.02468284,-0.02585821,-0.02585821,-0.02661381,-0.02661381,-0.02795709,-0.01788246,-0.01888993,-0.01888993,-0.01796642,-0.01796642,-0.016875
yamaguchi,H,-0.03643287,-0.01034155,-0.03593284,-0.03442165,-0.03425374,-0.03425374,-0.0320709,-0.0320709,-0.004701493,-0.006212687,-0.006212687,-0.006212687,-0.006464553,-0.006464553
yamaguchi,O,0.07590938,0.04216007,0.07807837,-1,-1,-1,-1,-1,0.03920709,-1,-1,-1,-1,-1
yamaguchi,H,-0.06851336,-0.0110228,-0.05020523,-0.04986941,-0.04986941,-0.05012127,-0.05012127,-0.05096082,-0.00898321,-0.009990673,-0.01024254,-0.01083022,-0.01083022,-0.01326493
yamaguchi,H,0.05438584,-0.01335123,0.05222015,0.05104478,0.05104478,0.05104478,0.05104478,0.05054105,-0.01964552,-0.02023321,-0.02023321,-0.02023321,-0.02023321,-0.02031717
yamaguchi,H,0.0547709,-0.02378331,0.0489459,0.04852612,0.04852612,0.04827426,0.04777053,0.04642724,-0.02678172,-0.02577426,-0.02577426,-0.02560635,-0.02535448,-0.02501866
yamaguchi,H,-0.04437881,0.02230836,-0.02988806,-0.03139926,-0.03139926,-0.03139926,-0.03139926,-0.0313153,0.0193097,0.01821828,0.01821828,0.01796642,0.01796642,0.016875
yamaguchi,H,-0.01419756,-0.03161621,-0.009654852,-0.01099814,-0.01099814,-0.01108209,-0.01108209,-0.01125,-0.03668844,-0.03601679,-0.03601679,-0.03584888,-0.03584888,-0.0352612
yamaguchi,H,0,0,0.005205224,0.005205224,0.005205224,0.004953359,0.004785448,0.004617538,0.001595149,-0.0006716418,-0.0006716418,-0.001511194,-0.002434702,-0.004197761
yamaguchi,H,-0.03505822,-0.0175281,-0.02846082,-0.02862873,-0.02862873,-0.02829291,-0.02678172,-0.02342351,-0.01721082,-0.01721082,-0.01721082,-0.01704291,-0.01637127,-0.01536381
yamaguchi,H,0.0500626,-0.02447857,0.04928172,0.04785448,0.04785448,0.04676306,0.04676306,0.04407649,-0.03064366,-0.03089553,-0.03089553,-0.03089553,-0.03089553,-0.03081157
yamaguchi,H,0.02892871,0.02831128,0.0200653,0.01956157,0.01947761,0.0193097,0.0193097,0.01972948,0.03215485,0.02946829,0.02938433,0.02913246,0.02862873,0.02728545
yamaguchi,H,0.009843782,-0.02339933,0.008143658,0.006716419,0.006716419,0.005792911,0.00545709,0.00528918,-0.02636194,-0.02560635,-0.02560635,-0.02476679,-0.02375933,-0.02140858
yamaguchi,H,0.07131653,-0.02970611,0.07085822,0.07194963,0.07194963,0.07194963,0.07194963,0.07194963,-0.03114739,-0.03139926,-0.03139926,-0.03139926,-0.03139926,-0.03139926
yamaguchi,H,0.0674987,0.03446428,0.05171642,0.05045709,0.05045709,0.05020523,0.05020523,0.04961754,0.03190299,0.03013993,0.03005597,0.02946829,0.02946829,0.02804105
yamaguchi,H,-0.07811148,0.002922185,-0.06951493,-0.06716418,-0.06716418,-0.06691232,-0.06691232,-0.06674441,0.002182836,0.003274254,0.003274254,0.00352612,0.00352612,0.003861941
yamaguchi,H,0.007840104,-0.009758506,0.01544776,0.0127612,0.0127612,0.01015858,0.01015858,0.008731344,-0.01511194,-0.01024254,-0.01024254,-0.008143658,-0.008143658,-0.006884329
yamaguchi,H,-0.05483651,-0.02254507,-0.04793844,-0.04886194,-0.04886194,-0.04919777,-0.04919777,-0.04995336,-0.01603545,-0.01435634,-0.01435634,-0.01402052,-0.01402052,-0.01166978
yamaguchi,H,0,0,0.01242537,0.01326493,0.01301306,0.01225746,0.01225746,0.008143658,0.003274254,0.004953359,0.005121269,0.00545709,0.00545709,0.00722015
End
