ID,HorO,rx,ry,ux,ux1,ux2,ux3,ux4,ux5,uy,uy1,uy2,uy3,uy4,uy5
yamaguchi,H,0.01759797,0.04341899,0.04533583,0.04449627,0.04449627,0.04449627,0.04449627,0.04525187,0.04306903,0.03786381,0.03786381,0.03710821,0.03710821,0.03198694
yamaguchi,H,-0.04853556,-0.04362544,-0.03064366,-0.03039179,-0.03030784,-0.03039179,-0.03039179,-0.0305597,-0.03425374,-0.03232276,-0.03232276,-0.03240672,-0.03240672,-0.03307836
yamaguchi,H,0.04216255,-0.02391163,0.06917911,0.06884329,0.06884329,0.06875934,0.06875934,-1,-0.03408583,-0.02955224,-0.02955224,-0.02913246,-0.02913246,-1
yamaguchi,H,0.04389581,0.03365683,0.0648974,0.06531717,0.06531717,0.06565299,0.06682836,0.06783582,0.02208023,0.02342351,0.02342351,0.0240112,0.02434702,0.0240112
yamaguchi,H,0.01937269,0.02988954,0.03349814,0.03442165,0.03442165,0.03333023,0.03333023,0.03190299,0.01418843,0.01334888,0.01334888,0.01318097,0.01318097,0.01326493
yamaguchi,H,0.007004552,-0.011658,0.01947761,0.01964552,0.01964552,0.01964552,0.01964552,0.01956157,-0.01888993,-0.02216418,-0.02216418,-0.02115672,-0.02115672,-0.02065299
yamaguchi,H,-0.005306728,-0.03239761,-0.0001679105,-0.001595149,-0.001595149,-0.00176306,-0.00176306,-0.001007463,-0.03996269,-0.03870336,-0.03870336,-0.03903918,-0.03903918,-0.03962687
yamaguchi,H,0.02720918,0.01925974,0.04852612,0.04827426,0.04827426,0.04760262,0.04760262,0.04550374,0.006968284,0.008395523,0.008479478,0.008563434,0.008563434,0.007555971
yamaguchi,H,0.01837559,0.02401667,0.02804105,0.02787314,0.02787314,0.02636194,0.02636194,0.02602612,0.0127612,0.01141791,0.01141791,0.01024254,0.01024254,0.009570897
yamaguchi,H,0,0,-0.0001679105,-0.001259328,-0.001259328,-0.001259328,-0.001343284,-0.001427239,-0.01628732,-0.01947761,-0.01947761,-0.01947761,-0.0193097,-0.01888993
yamaguchi,H,-0.03674781,-0.02842791,-0.04449627,-0.045,-0.045,-0.04458023,-0.04458023,-0.04407649,-0.03819963,-0.03618471,-0.03618471,-0.03660448,-0.03660448,-0.03727612
yamaguchi,H,0.04867768,0.009902149,0.06447762,0.06481344,0.06481344,0.06540112,0.06590486,0.06607277,-0.008647389,-0.009319031,-0.009319031,-0.008059702,-0.006968284,-0.006632463
yamaguchi,H,-0.0003901273,-0.03428371,-0.00193097,-0.001595149,-0.001595149,-1,-1,-1,-0.04021456,-0.04063433,-0.04063433,-1,-1,-1
yamaguchi,H,0.0725632,-0.01713678,0.07631531,0.07472015,0.07472015,0.07472015,0.07472015,-1,-0.0176306,-0.02124067,-0.02124067,-0.02124067,-0.02124067,-1
yamaguchi,H,-0.05777103,-0.02836527,-0.05750933,-0.05759329,-0.05759329,-0.05960821,-0.05960821,-0.06044777,-0.02233209,-0.0264459,-0.0264459,-0.02921642,-0.02921642,-0.03114739
yamaguchi,H,-0.05620856,0.01059053,-0.05146456,-0.04835821,-0.0481903,-0.0481903,-0.04827426,-0.04827426,0.01259328,0.01007463,0.009906718,0.009906718,0.009570897,0.009570897
yamaguchi,H,-0.03575353,0.008735884,-0.02871269,-0.02778918,-0.02871269,-0.02955224,-0.02955224,-0.03005597,0.002938433,0.002770523,0.003022388,0.003777985,0.003777985,0.004617538
yamaguchi,H,-0.03189643,-0.0009812266,-0.01947761,-0.01956157,-0.01956157,-0.01956157,-0.01821828,-0.01821828,-0.007555971,-0.007807836,-0.007807836,-0.007807836,-0.008059702,-0.008059702
yamaguchi,H,0.005027048,-0.02711778,0.01905784,0.01897388,0.01905784,0.0225,0.0225,0.0225,-0.04004664,-0.04063433,-0.04046642,-0.04038247,-0.04038247,-0.04038247
yamaguchi,H,0,0,0.006128732,0.004953359,0.004953359,0.004953359,0.004953359,0.005373135,-0.007975747,-0.006464553,-0.006380598,-0.006548508,-0.006548508,-0.007555971
yamaguchi,H,0.0697878,-0.01507861,0.07513993,0.06884329,0.06884329,-1,-1,-1,-0.01746269,-0.0200653,-0.0200653,-1,-1,-1
yamaguchi,H,-0.07329071,0.03854435,-0.06111941,-0.06120336,-0.06120336,-0.06120336,-0.06111941,-0.06111941,0.03534515,0.03148321,0.03148321,0.03030784,0.02980411,0.02955224
yamaguchi,H,0.0485965,0.0248239,0.0609515,0.0601959,0.0601959,0.06111941,0.06111941,0.06221082,0.0001679105,-0.0006716418,-0.0006716418,-0.0002518657,-0.0002518657,0.0001679105
yamaguchi,H,0.04831548,0.03386991,0.04961754,0.04953359,0.04953359,0.04953359,0.0497015,0.0497015,0.01418843,0.01343284,0.01309702,0.01309702,0.01041045,0.01041045
yamaguchi,H,0.01839139,-0.03553085,0.01595149,0.01544776,0.01544776,0.01544776,0.01553172,0.01553172,-0.04063433,-0.04029851,-0.04029851,-0.04029851,-0.03962687,-0.03962687
yamaguchi,H,-0.06831729,0.0315689,-0.06086754,-0.06153918,-0.06153918,-0.06153918,-0.06137127,-0.06137127,0.02552239,0.02392724,0.02392724,0.02392724,0.02266791,0.02266791
yamaguchi,H,0.04045018,0.03111714,0.0538153,0.05566232,0.05515859,0.05515859,0.05448695,0.05448695,0.01074627,0.009654852,0.009822762,0.009822762,0.01015858,0.01015858
yamaguchi,H,-0.01164508,-0.01091132,-0.004197761,-0.004701493,-0.004617538,-0.004617538,-0.003777985,-0.003777985,-0.02182836,-0.0249347,-0.02527052,-0.02527052,-0.02611008,-0.02611008
yamaguchi,H,0.03189418,-0.02594582,0.03920709,0.03979478,0.03971082,0.03971082,0.03954291,0.03954291,-0.03828359,-0.03819963,-0.03887127,-0.03887127,-0.04004664,-0.04004664
yamaguchi,H,0,0,0.002770523,0.0008395523,0.0008395523,0.0005037314,0.0005037314,0.0002518657,-0.002350746,-0.003442165,-0.003442165,-0.003022388,-0.003022388,-0.003274254
yamaguchi,H,0.01594346,0.01199207,0.02543844,0.02434702,0.02434702,0.0240112,0.0240112,0.02090485,0.01024254,0.009822762,0.009822762,0.009654852,0.009654852,0.007136195
yamaguchi,H,-0.063181,0.03588248,-0.05574627,-0.05583023,-0.05583023,-0.05541045,-0.05541045,-0.05499068,0.03198694,0.03013993,0.03013993,0.0296362,0.0296362,0.02804105
yamaguchi,H,0.05563028,-0.02440291,0.06708023,0.06531717,0.06531717,0.06523322,0.06456158,0.03702426,-0.03727612,-0.03635262,-0.03635262,-0.03618471,-0.03568097,-0.01041045
yamaguchi,H,0.07534176,-0.007679138,0.07916978,0.07094217,0.07094217,0.07018657,0.07018657,0.06867538,-0.02208023,-0.02367537,-0.02367537,-0.02367537,-0.02367537,-0.02359142
yamaguchi,H,0.06248264,0.007895637,0.05876866,0.0570056,0.0570056,0.05557836,0.05557836,0.0545709,-0.00352612,-0.004953359,-0.004953359,-0.004869403,-0.004869403,-0.004113806
yamaguchi,H,0.05504733,0.03276421,0.0408862,0.03945896,0.03945896,0.03895523,0.03895523,0.03853545,0.02166045,0.02014926,0.02014926,0.01981344,0.01981344,0.01863806
yamaguchi,H,-0.06180289,0.01298716,-0.07018657,-0.06741605,-0.06741605,-0.06666046,-0.06666046,-0.06615672,0.006884329,0.004701493,0.004701493,0.004113806,0.004113806,0.003610075
yamaguchi,H,-0.0684806,-0.03987882,-0.0570056,-0.05658583,-0.05658583,-0.05666978,-0.05666978,-0.05683769,-0.03836754,-0.03853545,-0.03853545,-0.0376959,-0.03744403,-0.03719217
