ID,Mode,KC,P,KBF,HCF,Distance,BorE,word,rx,ry,ux,ux1,ux2,ux3,ux4,ux5,uy,uy1,uy2,uy3,uy4,uy5,delta time
1,3,TP3,False,False,False,0.3,end,く,-0.0175,0.024875,-1,,,,,,-1,,,,,,
1,3,TP3,False,False,False,0.3,begin,。,0.0175,-0.038875,0.02483675,0.02420709,0.02420709,0.02434702,0.02434702,-1,-0.03211287,-0.03183302,-0.03183302,-0.03316231,-0.03316231,-1,3.440249
1,3,TP3,False,False,False,0.3,end,。,0.0175,-0.038875,0.0001399254,,,,,,-0.03351213,,,,,,
1,3,TP3,False,False,False,0.3,begin,ふ,0.0175,0.003625,0.02196828,0.02434702,0.02434702,0.02441698,0.02441698,-1,-0.002728545,-0.0005597015,-0.0005597015,-0.0006296642,-0.0006296642,-1,2.551331
1,3,TP3,False,False,False,0.3,end,ふ,0.0175,0.003625,0.02560634,,,,,,0.01909981,,,,,,
1,3,TP3,False,False,False,0.3,begin,か,-0.0175,0.024875,-0.01609142,-0.01623134,-0.01623134,-0.01364272,-0.01364272,-0.01343284,0.02560634,0.02259795,0.02259795,0.02210821,0.02210821,0.01875,2.630606
1,3,TP3,False,False,False,0.3,end,か,-0.0175,0.024875,-0.01259328,,,,,,0.02329758,,,,,,
1,3,TP3,False,False,False,0.3,begin,B,0.0525,0.024875,0.05247202,0.04925373,0.04925373,0.04806437,0.04799441,0.04624534,0.01826026,0.02084888,0.02084888,0.02371735,0.02497668,0.02574627,2.256515
1,3,TP3,False,False,False,0.3,end,B,0.0525,0.024875,0.0540112,,,,,,0.0193097,,,,,,
1,3,TP3,False,False,False,0.3,begin,る,0.0175,-0.017625,0.01944963,0.01623134,0.01483209,0.01231343,0.01231343,0.008465486,-0.01448228,-0.01798041,-0.0198694,-0.02147854,-0.02147854,-0.02441698,2.256793
1,3,TP3,False,False,False,0.3,end,る,0.0175,-0.017625,0.02021922,,,,,,0.00286847,,,,,,
1,3,TP3,False,False,False,0.3,begin,変,-0.0525,-0.038875,-0.04617538,-0.04736474,-0.04736474,-0.0474347,-0.0474347,-1,-0.02889459,-0.03036381,-0.03036381,-0.03029384,-0.03029384,-1,2.548634
1,3,TP3,False,False,False,0.3,end,変,-0.0525,-0.038875,-0.04260728,,,,,,-0.02560634,,,,,,
1,3,TP3,False,False,False,0.3,begin,う,-0.0525,0.024875,-0.0463153,-0.04792444,-0.04792444,-0.05219217,-0.05478078,-0.05694963,0.02497668,0.0181903,0.0181903,0.01504198,0.0123834,0.008185634,2.339361
1,3,TP3,False,False,False,0.3,end,う,-0.0525,0.024875,-0.04085821,,,,,,0.02917444,,,,,,
1,3,TP3,False,False,False,0.3,begin,に,-0.0175,0.003625,-0.01126399,-0.01133396,-0.009584889,-0.003218284,-0.003218284,0.00286847,-0.004967351,-0.001679105,0.0008395523,0.004197761,0.004197761,0.006366605,2.737282
1,3,TP3,False,False,False,0.3,end,に,-0.0175,0.003625,-0.02770522,,,,,,0.003288246,,,,,,
1,3,TP3,False,False,False,0.3,begin,れ,0.0175,-0.017625,0.004477612,0.00909515,0.00909515,0.00909515,0.00909515,0.01077425,-0.01483209,-0.00832556,-0.00832556,-0.00832556,-0.00832556,-0.004197761,2.659695
1,3,TP3,False,False,False,0.3,end,れ,0.0175,-0.017625,0.02917444,,,,,,-0.009305038,,,,,,
1,3,TP3,False,False,False,0.3,begin,う,-0.0525,0.024875,-0.03847948,-0.03442164,-0.03134328,-0.0264459,-0.0264459,-0.01301306,0.01700093,0.01259328,0.01126399,0.009375,0.009375,0.006226679,2.674736
1,3,TP3,False,False,False,0.3,end,う,-0.0525,0.024875,0.01196362,,,,,,0.02434702,,,,,,
1,3,TP3,False,False,False,0.3,begin,変,-0.0525,-0.038875,-0.0405084,-0.04239739,-0.04288713,-0.04323694,-0.04323694,-0.0451959,-0.02945429,-0.03015392,-0.0305737,-0.03106343,-0.03106343,-0.02994403,3.162514
1,3,TP3,False,False,False,0.3,end,変,-0.0525,-0.038875,-0.03840952,,,,,,-0.03036381,,,,,,
1,3,TP3,False,False,False,0.3,begin,そ,0.0175,0.024875,0.0181903,0.01854011,0.01581157,0.01581157,0.01210355,0.01189366,0.02742537,0.02035914,0.01700093,0.01700093,0.01329291,0.00804571,2.631889
1,3,TP3,False,False,False,0.3,end,そ,0.0175,0.024875,0.02168843,,,,,,0.01329291,,,,,,
1,3,TP3,False,False,False,0.3,begin,。,0.0175,-0.038875,0.01888993,0.01714086,0.01714086,0.01937966,0.01937966,0.02014926,-0.02910448,-0.0223181,-0.0223181,-0.01805037,-0.01805037,-0.01014459,2.535625
1,3,TP3,False,False,False,0.3,end,。,0.0175,-0.038875,0.009864739,,,,,,-0.02518657,,,,,,
1,3,TP3,False,False,False,0.3,begin,り,0.0175,-0.017625,0.0211987,0.02441698,0.02504664,0.02504664,0.02420709,0.02294776,-0.01084422,-0.00909515,-0.009305038,-0.009305038,-0.01133396,-0.01336287,2.72995
1,3,TP3,False,False,False,0.3,end,り,0.0175,-0.017625,0.006926306,,,,,,-0.006436567,,,,,,
1,3,TP3,False,False,False,0.3,begin,B,0.0525,0.024875,0.04967351,0.03987873,0.03987873,0.03659049,0.03323228,0.02679571,0.02616605,0.01434235,0.01434235,0.009584889,0.0046875,-0.003008396,2.409782
1,3,TP3,False,False,False,0.3,end,B,0.0525,0.024875,0.05114273,,,,,,0.02476679,,,,,,
1,3,TP3,False,False,False,0.3,begin,り,0.0175,-0.017625,0.02294776,0.02574627,0.0275653,0.02973414,0.03239273,0.03239273,-0.01525187,-0.01315299,-0.01217351,-0.01056437,-0.00832556,-0.00832556,2.187012
1,3,TP3,False,False,False,0.3,end,り,0.0175,-0.017625,0.01168377,,,,,,-0.01266325,,,,,,
1,3,TP3,False,False,False,0.3,begin,て,-0.0525,0.003625,-0.04855411,-0.04477612,-0.04477612,-0.04330691,-0.04330691,-0.03875933,0.009654851,0.01252332,0.01252332,0.01399254,0.01399254,0.01651119,2.770653
1,3,TP3,False,False,False,0.3,end,て,-0.0525,0.003625,-0.01881996,,,,,,0.01301306,,,,,,
1,3,TP3,False,False,False,0.3,begin,の,-0.0175,0.003625,-0.01091418,-0.01357276,-0.01357276,-0.01616138,-0.01616138,-0.02098881,0.01063433,0.006996269,0.006996269,0.006226679,0.006226679,0.007346082,2.255489
1,3,TP3,False,False,False,0.3,end,の,-0.0175,0.003625,-0.009794776,,,,,,6.996269E-05,,,,,,
