ID,Mode,KC,P,KBF,HCF,Distance,BorE,word,rx,ry,ux,ux1,ux2,ux3,ux4,ux5,uy,uy1,uy2,uy3,uy4,uy5,delta time
1,3,TP3,False,False,False,0.3,begin,て,-0.0525,0.003625,-0.03575093,-0.0298041,-0.02945429,-0.02945429,-0.02497668,-0.02497668,0.008955224,0.007346082,0.007346082,0.007346082,0.007206157,0.007206157,2.394157
1,3,TP3,False,False,False,0.3,end,て,-0.0525,0.003625,-0.0204291,,,,,,0.01000466,,,,,,
1,3,TP3,False,False,False,0.3,begin,よ,-0.0175,-0.017625,-0.005247202,-0.008815299,-0.008815299,-0.01084422,-0.01084422,-0.01280317,-0.01168377,-0.00727612,-0.00727612,-0.0002798508,-0.0002798508,0.002588619,2.367153
1,3,TP3,False,False,False,0.3,end,よ,-0.0175,-0.017625,-0.009514926,,,,,,0.01000466,,,,,,
1,3,TP3,False,False,False,0.3,begin,う,-0.0525,0.024875,-0.03554105,-0.03791978,-0.03791978,-0.03155317,-0.03155317,-0.02322761,0.01791045,0.01965952,0.01965952,0.0140625,0.0140625,0.009165112,2.255795
1,3,TP3,False,False,False,0.3,end,う,-0.0525,0.024875,-0.03407183,,,,,,0.03330224,,,,,,
1,3,TP3,False,False,False,0.3,begin,て,-0.0525,0.003625,-0.04582556,-0.04407649,-0.04407649,-0.0369403,-0.0369403,-0.03211287,0.00860541,-0.0003498135,-0.0003498135,-0.002658582,-0.002658582,-0.001189366,2.493813
1,3,TP3,False,False,False,0.3,end,て,-0.0525,0.003625,-0.01979944,,,,,,0.00832556,,,,,,
1,3,TP3,False,False,False,0.3,begin,へ,0.0175,0.003625,0.01714086,0.01944963,0.02098881,0.02098881,0.02301772,0.02301772,0.004127799,0.0007695896,-0.0002098881,-0.0002098881,-0.001469216,-0.001469216,2.492577
1,3,TP3,False,False,False,0.3,end,へ,0.0175,0.003625,0.03386194,,,,,,0.00181903,,,,,,
1,3,TP3,False,False,False,0.3,begin,な,-0.0175,0.003625,-0.01280317,-0.005247202,0,0.00755597,0.01972948,0.02462687,0.006856344,-0.0006996269,-0.00104944,-0.001469216,-0.001888993,-0.001958955,2.227833
1,3,TP3,False,False,False,0.3,end,な,-0.0175,0.003625,-0.01000466,,,,,,0.004827425,,,,,,
1,3,TP3,False,False,False,0.3,begin,ん,-0.0175,-0.038875,-0.01014459,-0.00909515,-0.00909515,-0.006926306,-0.006926306,-0.004127799,-0.02966418,-0.02777519,-0.02777519,-0.01539179,-0.01539179,-0.006646455,2.073608
1,3,TP3,False,False,False,0.3,end,ん,-0.0175,-0.038875,-0.009025187,,,,,,-0.009375,,,,,,
1,3,TP3,False,False,False,0.3,begin,ん,-0.0175,-0.038875,-0.01231343,-0.01245336,-0.009514926,-0.009514926,-0.00860541,-0.008535448,-0.02665578,-0.02336754,-0.009444963,-0.009444963,-0.009305038,-0.009235075,2.508064
1,3,TP3,False,False,False,0.3,end,ん,-0.0175,-0.038875,-0.01056437,,,,,,-0.005527053,,,,,,
1,3,TP3,False,False,False,0.3,begin,て,-0.0525,0.003625,-0.04806437,-0.05079291,-0.05023321,-0.05023321,-0.05023321,-0.04890392,0.008675373,0.009794776,0.0123834,0.0123834,0.0123834,0.0123834,2.504852
1,3,TP3,False,False,False,0.3,end,て,-0.0525,0.003625,-0.01728078,,,,,,0.01133396,,,,,,
1,3,TP3,False,False,False,0.3,begin,ぬ,-0.0175,0.003625,-0.002728545,-0.001329291,-0.002728545,-0.002728545,-0.006996269,-0.006996269,0.00181903,0.003568097,0.004827425,0.004827425,0.006016791,0.006016791,2.311127
1,3,TP3,False,False,False,0.3,end,ぬ,-0.0175,0.003625,-0.001679105,,,,,,0.02070896,,,,,,
1,3,TP3,False,False,False,0.3,begin,に,-0.0175,0.003625,-0.008185634,-0.001958955,-0.001958955,0.00286847,0.00286847,0.003708023,0.003708023,0.005317165,0.005317165,0.007695896,0.007695896,0.00832556,2.297775
1,3,TP3,False,False,False,0.3,end,に,-0.0175,0.003625,-0.02168843,,,,,,0.007975747,,,,,,
1,3,TP3,False,False,False,0.3,begin,ま,-0.0525,-0.017625,-0.04421642,-0.04505597,-0.04505597,-0.04470616,-0.04470616,-0.01567164,-0.01336287,-0.01336287,-0.01336287,-0.01357276,-0.01357276,0.00545709,2.533585
1,3,TP3,False,False,False,0.3,end,ま,-0.0525,-0.017625,-0.04176772,,,,,,-0.01231343,,,,,,
1,3,TP3,False,False,False,0.3,begin,る,0.0175,-0.017625,0.02273787,0.02483675,0.02483675,0.02581623,0.02581623,0.02777519,-0.01700093,-0.01686101,-0.01686101,-0.01672108,-0.01672108,-0.01651119,2.381706
1,3,TP3,False,False,False,0.3,end,る,0.0175,-0.017625,0.02021922,,,,,,0.004757463,,,,,,
1,3,TP3,False,False,False,0.3,begin,き,-0.0175,0.024875,-0.005107276,-0.00909515,-0.00909515,-0.01364272,-0.01364272,-0.01434235,0.02553638,0.02196828,0.02196828,0.01979944,0.01979944,0.01965952,2.340401
1,3,TP3,False,False,False,0.3,end,き,-0.0175,0.024875,-0.02210821,,,,,,0.02224814,,,,,,
1,3,TP3,False,False,False,0.3,begin,す,0.0175,0.024875,0.02469683,0.01217351,0.01217351,-0.001609142,-0.001609142,-0.005806903,0.01609142,0.01798041,0.01798041,0.01616138,0.01616138,0.01434235,2.225792
1,3,TP3,False,False,False,0.3,end,す,0.0175,0.024875,0.05184235,,,,,,0.03120336,,,,,,
1,3,TP3,False,False,False,0.3,begin,S,0.0525,0.003625,0.05722948,0.05597015,0.05541045,0.05541045,0.05142258,0.05142258,-0.002658582,-0.004477612,-0.004267724,-0.004267724,-0.001609142,-0.001609142,2.687309
1,3,TP3,False,False,False,0.3,end,S,0.0525,0.003625,0.05792911,,,,,,-0.004057836,,,,,,
1,3,TP3,False,False,False,0.3,begin,そ,0.0175,0.024875,0.02623601,0.02084888,0.02084888,0.02056903,0.02056903,0.02140858,0.02623601,0.02490672,0.02490672,0.02490672,0.02490672,0.02490672,2.199799
1,3,TP3,False,False,False,0.3,end,そ,0.0175,0.024875,0.02889459,,,,,,0.01245336,,,,,,
1,3,TP3,False,False,False,0.3,begin,！,0.0175,-0.038875,0.02441698,0.02252799,0.02252799,0.02140858,0.02035914,0.01798041,-0.03498134,-0.03148321,-0.03148321,-0.02938433,-0.02819496,-0.02665578,2.431778
1,3,TP3,False,False,False,0.3,end,！,0.0175,-0.038875,0.02973414,,,,,,-0.01693097,,,,,,
1,3,TP3,False,False,False,0.3,begin,つ,-0.0525,0.003625,-0.03099347,-0.02903452,-0.02861474,-0.02861474,-0.02826493,-0.02826493,0.003148321,0.00545709,0.006996269,0.006996269,0.01021455,0.01021455,2.798531
1,3,TP3,False,False,False,0.3,end,つ,-0.0525,0.003625,-0.02525653,,,,,,0.02189832,,,,,,
1,3,TP3,False,False,False,0.3,begin,B,0.0525,0.024875,0.05352146,0.05394123,0.05394123,-0.01770056,-0.01770056,-0.01770056,0.01364272,0.01287313,0.01287313,0.003428172,0.003428172,0.003428172,2.450706
1,3,TP3,False,False,False,0.3,end,B,0.0525,0.024875,0.05394123,,,,,,0.01301306,,,,,,
1,3,TP3,False,False,False,0.3,begin,！,0.0175,-0.038875,0.02861474,0.02973414,0.02973414,0.02973414,0.02973414,0.02973414,-0.03722015,-0.02623601,-0.02623601,-0.02623601,-0.02623601,-0.02623601,2.283852
1,3,TP3,False,False,False,0.3,end,！,0.0175,-0.038875,0.02910448,,,,,,-0.01322295,,,,,,
1,3,TP3,False,False,False,0.3,begin,う,-0.0525,0.024875,-0.02567631,-0.02161847,-0.02161847,-0.01812034,-0.01154384,-0.001469216,0.01105411,0.007835821,0.007835821,0.005107276,0.002028918,-0.001888993,2.478333
1,3,TP3,False,False,False,0.3,end,う,-0.0525,0.024875,-0.01881996,,,,,,0.02889459,,,,,,
1,3,TP3,False,False,False,0.3,begin,く,-0.0175,0.024875,0.00363806,0.003498134,0.003498134,0.003358209,0.003358209,0.002938433,0.01721082,0.01147388,0.01147388,0.008395523,0.008395523,0.008115672,2.244553
1,3,TP3,False,False,False,0.3,end,く,-0.0175,0.024875,0.00650653,,,,,,0.03162314,,,,,,
1,3,TP3,False,False,False,0.3,begin,け,-0.0175,0.024875,-0.005876866,0.003568097,0.003568097,0.006226679,0.007835821,0.00909515,0.02077892,0.01217351,0.01217351,0.01091418,0.009794776,0.008675373,2.395714
1,3,TP3,False,False,False,0.3,end,け,-0.0175,0.024875,0.01965952,,,,,,0.0181903,,,,,,
1,3,TP3,False,False,False,0.3,begin,て,-0.0525,0.003625,-0.0405084,-0.03092351,-0.02154851,-0.01546175,-0.005946829,0.002448694,0.004267724,0.002098881,0.002378732,0.00286847,0.003847948,0.00545709,2.32592
1,3,TP3,False,False,False,0.3,end,て,-0.0525,0.003625,-0.009025187,,,,,,0.004477612,,,,,,
1,3,TP3,False,False,False,0.3,begin,た,-0.0525,0.003625,-0.03421175,-0.02609608,-0.02609608,-0.01511194,-0.01511194,-0.01189366,0.00650653,0.003008396,0.003008396,0.001119403,0.001119403,0.0004897388,2.352959
1,3,TP3,False,False,False,0.3,end,た,-0.0525,0.003625,-0.03148321,,,,,,0.004407649,,,,,,
1,3,TP3,False,False,False,0.3,begin,B,0.0525,0.024875,0.05023321,0.04918377,0.04911381,0.04827426,0.04827426,-0.02126866,0.0170709,0.01595149,0.01595149,0.01595149,0.01595149,0.0006996269,2.243073
1,3,TP3,False,False,False,0.3,end,B,0.0525,0.024875,0.05436101,,,,,,0.01944963,,,,,,
1,3,TP3,False,False,False,0.3,begin,ち,-0.0525,0.003625,-0.01861008,-0.01756063,-0.01756063,-0.008395523,-0.008395523,0.0002798508,0.00181903,-0.002658582,-0.002658582,-0.008885262,-0.008885262,-0.009934702,2.158745
1,3,TP3,False,False,False,0.3,end,ち,-0.0525,0.003625,-0.04302705,,,,,,0.002168843,,,,,,
