ID,Mode,KC,P,KBF,HCF,Distance,BorE,word,rx,ry,ux,ux1,ux2,ux3,ux4,ux5,uy,uy1,uy2,uy3,uy4,uy5,delta time
1,3,TP3,False,False,False,0.3,end,変,-0.0525,-0.038875,0.004827425,,,,,,-0.004967351,,,,,,
1,3,TP3,False,False,False,0.3,begin,か,-0.0175,0.024875,-0.01329291,-0.01343284,-0.01343284,-0.01343284,-0.01308302,-0.01301306,0.008465486,0.004547575,0.003917911,0.003917911,0.003917911,0.003777985,2.725536
1,3,TP3,False,False,False,0.3,end,か,-0.0175,0.024875,-0.01259328,,,,,,0.009584889,,,,,,
1,3,TP3,False,False,False,0.3,begin,ね,-0.0175,0.003625,-0.02014926,-0.01623134,-0.01623134,-0.01343284,-0.01343284,-0.01147388,-0.005387127,-0.008465486,-0.008465486,-0.006646455,-0.006646455,-0.003568097,2.212371
1,3,TP3,False,False,False,0.3,end,ね,-0.0175,0.003625,0.009375,,,,,,-0.004967351,,,,,,
1,3,TP3,False,False,False,0.3,begin,せ,0.0175,0.024875,0.01329291,0.01308302,0.01308302,0.0140625,0.0140625,0.01504198,0.01063433,0.00804571,0.00804571,0.006576493,0.006576493,0.003708023,2.480188
1,3,TP3,False,False,False,0.3,end,せ,0.0175,0.024875,0.04785448,,,,,,0.01308302,,,,,,
1,3,TP3,False,False,False,0.3,begin,い,-0.0525,0.024875,-0.0328125,-0.0363806,-0.03784981,-0.0358209,-0.0358209,-0.02133862,0.01133396,0.008885262,0.008675373,0.008395523,0.008395523,0.005736941,2.534488
1,3,TP3,False,False,False,0.3,end,い,-0.0525,0.024875,-0.05673974,,,,,,0.01245336,,,,,,
1,3,TP3,False,False,False,0.3,begin,E,0.0525,-0.028875,0.03854944,0.03673041,0.03673041,0.0375,0.0375,0.03903918,-0.03155317,-0.03008396,-0.02994403,-0.02903452,-0.02903452,-0.02469683,2.647389
1,3,TP3,False,False,False,0.3,end,E,0.0525,-0.028875,0.04316698,,,,,,-0.02966418,,,,,,
1,3,TP3,False,False,False,0.3,begin,け,-0.0175,0.024875,-0.01895989,-0.02322761,-0.02238806,-0.02238806,-0.02203825,-0.02203825,0.01539179,0.01280317,0.01385261,0.01385261,0.01392257,0.01392257,2.243107
1,3,TP3,False,False,False,0.3,end,け,-0.0175,0.024875,0.01091418,,,,,,0.0204291,,,,,,
1,3,TP3,False,False,False,0.3,begin,そ,0.0175,0.024875,0.01553172,0.01112407,0.01112407,0.009444963,0.006576493,0.002238806,0.0193097,0.01539179,0.01539179,0.01413246,0.01336287,0.01364272,2.207785
1,3,TP3,False,False,False,0.3,end,そ,0.0175,0.024875,0.01972948,,,,,,-0.000909515,,,,,,
1,3,TP3,False,False,False,0.3,begin,む,-0.0525,-0.017625,-0.03882929,-0.02994403,-0.02994403,-0.02735541,-0.01881996,-0.01077425,-0.02140858,-0.02014926,-0.02014926,-0.01875,-0.01455224,-0.01042444,2.37191
1,3,TP3,False,False,False,0.3,end,む,-0.0525,-0.017625,-0.03498134,,,,,,0.002658582,,,,,,
1,3,TP3,False,False,False,0.3,begin,い,-0.0525,0.024875,-0.03148321,-0.03540112,-0.03603078,-0.03729011,-0.03729011,-0.02763526,0.01658116,0.01287313,0.01266325,0.01231343,0.01231343,-0.01189366,2.406326
1,3,TP3,False,False,False,0.3,end,い,-0.0525,0.024875,-0.05233209,,,,,,0.0193097,,,,,,
1,3,TP3,False,False,False,0.3,begin,わ,-0.0175,-0.038875,-0.01189366,-0.003568097,-0.003568097,-0.003568097,-0.003568097,-0.002168843,-0.03568097,-0.03127332,-0.03127332,-0.03127332,-0.03127332,-0.02889459,2.395189
1,3,TP3,False,False,False,0.3,end,わ,-0.0175,-0.038875,-1,,,,,,-1,,,,,,
1,3,TP3,False,False,False,0.3,begin,そ,0.0175,0.024875,0.01679105,0.01644123,0.01616138,0.01616138,0.01609142,0.01511194,0.02434702,0.01895989,0.01553172,0.01553172,0.0146222,0.01231343,3.163918
1,3,TP3,False,False,False,0.3,end,そ,0.0175,0.024875,0.02098881,,,,,,0.005037314,,,,,,
1,3,TP3,False,False,False,0.3,begin,E,0.0525,-0.028875,0.05289179,0.04617538,0.04617538,0.04190765,0.04190765,0.03624067,-0.0270056,-0.006646455,-0.006646455,0.0006996269,0.0006996269,0.004967351,2.408007
1,3,TP3,False,False,False,0.3,end,E,0.0525,-0.028875,0.05282183,,,,,,-0.02245802,,,,,,
1,3,TP3,False,False,False,0.3,begin,さ,0.0175,0.024875,0.01567164,0.01455224,0.01455224,0.01427239,0.01427239,0.01364272,0.03239273,0.01881996,0.01881996,0.01553172,0.01553172,0.01028452,2.118114
1,3,TP3,False,False,False,0.3,end,さ,0.0175,0.024875,0.01560168,,,,,,0.02553638,,,,,,
1,3,TP3,False,False,False,0.3,begin,は,0.0175,0.003625,0.01749067,0.01616138,0.01616138,0.01567164,0.01455224,0.01154384,0.001469216,0.000909515,0.000909515,0.002028918,0.003917911,0.007486008,2.172203
1,3,TP3,False,False,False,0.3,end,は,0.0175,0.003625,0.01972948,,,,,,0.001189366,,,,,,
1,3,TP3,False,False,False,0.3,begin,ひ,0.0175,0.003625,0.02014926,0.01721082,0.01434235,0.01434235,0.01077425,0.01077425,0.002168843,0.002588619,0.003498134,0.003498134,0.004127799,0.004127799,1.991898
1,3,TP3,False,False,False,0.3,end,ひ,0.0175,0.003625,-0.008535448,,,,,,0.0046875,,,,,,
1,3,TP3,False,False,False,0.3,begin,、,0.0175,-0.038875,0.01476213,0.01182369,0.009305038,0.006856344,0.006856344,0.003358209,-0.03477146,-0.02938433,-0.02238806,-0.01077425,-0.01077425,-0.003078358,2.228348
1,3,TP3,False,False,False,0.3,end,、,0.0175,-0.038875,0.01588153,,,,,,-0.01231343,,,,,,
1,3,TP3,False,False,False,0.3,begin,つ,-0.0525,0.003625,-0.03840952,-0.0316931,-0.0316931,-0.02280784,-0.01735075,-0.01056437,0.004407649,0.002308769,0.002308769,0.0006996269,-0.0002098881,-0.002308769,2.603416
1,3,TP3,False,False,False,0.3,end,つ,-0.0525,0.003625,-0.03078358,,,,,,0.0211987,,,,,,
1,3,TP3,False,False,False,0.3,begin,か,-0.0175,0.024875,-0.01329291,-0.01280317,-0.01280317,-0.01196362,-0.01119403,-0.01203358,0.0239972,0.01532183,0.01532183,0.01343284,0.01189366,0.01007463,2.423386
1,3,TP3,False,False,False,0.3,end,か,-0.0175,0.024875,-0.009165112,,,,,,0.0181903,,,,,,
1,3,TP3,False,False,False,0.3,begin,く,-0.0175,0.024875,-0.02000933,-0.01700093,-0.01700093,-0.01658116,-0.01658116,-0.01658116,0.01315299,0.01119403,0.01119403,0.009584889,0.009584889,0.00860541,1.960224
