ID,KC,P,KBF,HCF,Distance,BorE,word,ux,uy,delta time
,TP3,False,True,True,0.15,end,れ,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,ら,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,ほ,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,や,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,け,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,ほ,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,つ,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,。,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,そ,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,ん,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,ま,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,ら,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,し,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,み,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,な,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,！,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,S,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,も,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,よ,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,こ,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,か,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,の,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,ま,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,り,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,変,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,う,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,B,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,ぬ,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,て,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,S,-0.006786381,0.005037314,
,TP3,False,True,True,0.15,end,に,-0.006786381,0.005037314,
End
