ID,KC,P,KBF,HCF,Distance,BorE,word,ux,uy,delta time
,TP3,False,True,True,0.15,end,な,0.004057836,0.00104944,
,TP3,False,True,True,0.15,end,を,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,。,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,？,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,B,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,E,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,も,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,け,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,わ,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,り,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,す,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,よ,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,ゆ,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,の,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,あ,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,さ,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,る,0.003917911,-0.003498134,
,TP3,False,True,True,0.15,end,ら,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,ろ,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,変,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,ま,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,た,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,ん,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,、,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,し,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,こ,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,ね,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,め,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,い,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,と,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,ま,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,ね,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,そ,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,せ,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,end,ろ,0.01210355,-0.001329291,
,TP3,False,True,True,0.15,begin,？,0.02000933,0.0007695896,5.186708
,TP3,False,True,True,0.15,end,？,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,る,0.02049907,0.001679105,0.9468174
,TP3,False,True,True,0.15,end,る,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,ぬ,0.02049907,0.001679105,0.02761459
,TP3,False,True,True,0.15,end,ぬ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,！,0.02049907,0.001679105,0.02794838
,TP3,False,True,True,0.15,end,！,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,変,0.02049907,0.001679105,0.02801132
,TP3,False,True,True,0.15,end,変,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,を,0.02049907,0.001679105,0.02757072
,TP3,False,True,True,0.15,end,を,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,え,0.02049907,0.001679105,0.028162
,TP3,False,True,True,0.15,end,え,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,わ,0.02049907,0.001679105,0.02778244
,TP3,False,True,True,0.15,end,わ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,な,0.02049907,0.001679105,0.02793312
,TP3,False,True,True,0.15,end,な,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,や,0.02049907,0.001679105,0.02805519
,TP3,False,True,True,0.15,end,や,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,せ,0.02049907,0.001679105,0.02812004
,TP3,False,True,True,0.15,end,せ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,す,0.02049907,0.001679105,0.02753448
,TP3,False,True,True,0.15,end,す,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,へ,0.02049907,0.001679105,0.02773666
,TP3,False,True,True,0.15,end,へ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,く,0.02049907,0.001679105,0.02756119
,TP3,False,True,True,0.15,end,く,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,に,0.02049907,0.001679105,0.0278511
,TP3,False,True,True,0.15,end,に,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,と,0.02049907,0.001679105,0.02764702
,TP3,False,True,True,0.15,end,と,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,か,0.02049907,0.001679105,0.02829933
,TP3,False,True,True,0.15,end,か,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,B,0.02049907,0.001679105,0.02774429
,TP3,False,True,True,0.15,end,B,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,へ,0.02049907,0.001679105,0.02765846
,TP3,False,True,True,0.15,end,へ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,ん,0.02049907,0.001679105,0.02806854
,TP3,False,True,True,0.15,end,ん,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,む,0.02049907,0.001679105,0.02773094
,TP3,False,True,True,0.15,end,む,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,う,0.02049907,0.001679105,0.0280838
,TP3,False,True,True,0.15,end,う,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,S,0.02049907,0.001679105,0.0276413
,TP3,False,True,True,0.15,end,S,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,み,0.02049907,0.001679105,0.0276413
,TP3,False,True,True,0.15,end,み,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,ふ,0.02049907,0.001679105,0.02818298
,TP3,False,True,True,0.15,end,ふ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,は,0.02049907,0.001679105,0.0183239
,TP3,False,True,True,0.15,end,は,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,え,0.02049907,0.001679105,0.004854202
,TP3,False,True,True,0.15,end,え,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,て,0.02049907,0.001679105,0.004238129
,TP3,False,True,True,0.15,end,て,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,こ,0.02049907,0.001679105,0.004245758
,TP3,False,True,True,0.15,end,こ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,ー,0.02049907,0.001679105,0.004301071
,TP3,False,True,True,0.15,end,ー,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,い,0.02049907,0.001679105,0.004734039
,TP3,False,True,True,0.15,end,い,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,ち,0.02049907,0.001679105,0.004066467
,TP3,False,True,True,0.15,end,ち,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,て,0.02049907,0.001679105,0.005163193
,TP3,False,True,True,0.15,end,て,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,お,0.02049907,0.001679105,0.003931046
,TP3,False,True,True,0.15,end,お,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,き,0.02049907,0.001679105,0.003648758
,TP3,False,True,True,0.15,end,き,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,れ,0.02049907,0.001679105,0.003805161
,TP3,False,True,True,0.15,end,れ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,ひ,0.02049907,0.001679105,0.003850937
,TP3,False,True,True,0.15,end,ひ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,ゆ,0.02049907,0.001679105,0.004219055
,TP3,False,True,True,0.15,end,ゆ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,れ,0.02049907,0.001679105,0.003414154
,TP3,False,True,True,0.15,end,れ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,E,0.02049907,0.001679105,0.003475189
,TP3,False,True,True,0.15,end,E,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,さ,0.02049907,0.001679105,0.003396988
,TP3,False,True,True,0.15,end,さ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,そ,0.02049907,0.001679105,0.004053116
,TP3,False,True,True,0.15,end,そ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,つ,0.02049907,0.001679105,0.003505707
,TP3,False,True,True,0.15,end,つ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,ぬ,0.02049907,0.001679105,0.003482819
,TP3,False,True,True,0.15,end,ぬ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,む,0.02049907,0.001679105,0.003400803
,TP3,False,True,True,0.15,end,む,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,お,0.02049907,0.001679105,0.003349304
,TP3,False,True,True,0.15,end,お,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,ち,0.02049907,0.001679105,0.003286362
,TP3,False,True,True,0.15,end,ち,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,に,0.02049907,0.001679105,0.004007339
,TP3,False,True,True,0.15,end,に,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,つ,0.02049907,0.001679105,0.003904343
,TP3,False,True,True,0.15,end,つ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,ふ,0.02049907,0.001679105,0.003738403
,TP3,False,True,True,0.15,end,ふ,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,し,0.02049907,0.001679105,0.003772736
,TP3,False,True,True,0.15,end,し,0.02049907,0.001679105,
,TP3,False,True,True,0.15,begin,S,0.02049907,0.001679105,0.003252029
